Ordem_Sorteio,Marca,Modelo,Ano,Cor,Nota_Confianca_Marca,Nota_Confianca_Modelo,Nota_Aparencia,Perfil_Rodagem,Quilometragem_Estimada,Dias_para_Venda
8504,Chevrolet,Celta,2014,Marrom,4.3,4.2,4.6,Pouco Rodado,89997,6
8505,Volkswagen,Gol,2021,Prata,4.0,4.4,4.86,Pouco Rodado,34993,17
8506,Fiat,Strada,2020,Preto,3.6,4.4,4.59,Super Alto,139381,38
8507,Toyota,Corolla,2017,Azul,5.0,5.0,4.68,Normal,102580,24
8508,Chevrolet,Tracker,2021,Prata,4.3,3.0,4.95,Normal,58962,9
8509,Honda,HR-V,2018,Prata,4.8,3.9,4.75,Normal,87377,11
8510,Renault,Sandero,2017,Branco,3.2,2.6,4.76,Alto,153299,49
8511,Volkswagen,Gol,2016,Preto,4.0,4.4,4.69,Super Alto,228893,32
8512,Fiat,Argo,2020,Preto,3.6,3.4,4.89,Alto,98878,36
8513,Hyundai,HB20,2021,Preto,4.5,4.5,4.61,Super Alto,121773,32
8514,Chevrolet,Onix,2015,Preto,4.3,4.2,3.17,Normal,128686,19
8515,Fiat,Argo,2020,Branco,3.6,3.4,4.96,Normal,62371,11
8516,Renault,Sandero,2018,Prata,3.2,2.6,4.42,Super Alto,199931,43
8517,Toyota,Hilux,2022,Cinza,5.0,4.9,4.4,Alto,70701,31
8518,Volkswagen,Polo,2022,Cinza,4.0,2.8,4.73,Pouco Rodado,27667,14
8519,Renault,Sandero,2011,Cinza,3.2,2.6,4.95,Normal,173459,27
8520,Volkswagen,Saveiro,2010,Prata,4.0,4.0,4.68,Pouco Rodado,121801,15
8521,Fiat,Mobi,2021,Prata,3.6,3.5,4.69,Normal,58698,19
8522,Volkswagen,Nivus,2022,Branco,4.0,3.0,4.83,Alto,69531,31
8523,Chevrolet,Onix,2020,Branco,4.3,4.2,4.58,Normal,68138,11
8524,Volkswagen,Nivus,2022,Branco,4.0,3.0,4.92,Normal,37355,14
8525,Jeep,Compass,2019,Preto,2.5,2.3,4.77,Alto,122007,46
8526,Volkswagen,Gol,2022,Preto,4.0,4.4,4.6,Pouco Rodado,29710,5
8527,Jeep,Compass,2018,Preto,2.5,2.3,4.12,Normal,89892,29
8528,Hyundai,Creta,2019,Branco,4.5,3.6,4.63,Normal,83783,6
8529,Fiat,Strada,2012,Branco,3.6,4.4,3.65,Normal,163289,22
8530,Jeep,Compass,2024,Branco,2.5,2.3,4.79,Alto,34381,38
8531,Ford,Ka,2010,Azul,2.8,3.8,4.41,Normal,186643,29
8532,Hyundai,Creta,2024,Prata,4.5,3.6,4.81,Normal,19709,27
8533,Ford,Fiesta,2016,Azul,2.8,2.0,4.34,Pouco Rodado,75073,22
8534,Toyota,Corolla,2017,Branco,5.0,5.0,4.75,Alto,157854,28
8535,Volkswagen,Saveiro,2014,Preto,4.0,4.0,4.88,Super Alto,275312,43
8536,Volkswagen,Gol,2020,Preto,4.0,4.4,4.89,Normal,66797,7
8537,Hyundai,HB20,2018,Prata,4.5,4.5,4.89,Super Alto,186049,34
8538,Volkswagen,Gol,2014,Vermelho,4.0,4.4,4.76,Normal,134513,11
8539,Fiat,Strada,2025,Cinza,3.6,4.4,4.99,Normal,5699,7
8540,Fiat,Strada,2020,Preto,3.6,4.4,4.95,Alto,106165,32
8541,Jeep,Compass,2025,Branco,2.5,2.3,4.97,Alto,8949,43
8542,Fiat,Strada,2016,Preto,3.6,4.4,4.92,Alto,173032,42
8543,Toyota,Corolla,2018,Azul,5.0,5.0,4.45,Alto,142659,23
8544,Chevrolet,Celta,2011,Branco,4.3,4.2,4.45,Alto,252125,37
8545,Volkswagen,Gol,2012,Prata,4.0,4.4,4.24,Normal,159423,23
8546,Ford,Fiesta,2018,Cinza,2.8,2.0,4.33,Alto,133874,43
8547,Hyundai,HB20,2021,Branco,4.5,4.5,4.99,Normal,54737,5
8548,Fiat,Uno,2018,Preto,3.6,4.3,4.69,Pouco Rodado,63096,12
8549,Volkswagen,T-Cross,2024,Branco,4.0,3.1,4.99,Pouco Rodado,12331,8
8550,Toyota,Corolla,2022,Prata,5.0,5.0,4.75,Normal,44135,13
8551,Chevrolet,Onix,2022,Azul,4.3,4.2,4.66,Normal,47152,27
8552,Chevrolet,Onix,2021,Preto,4.3,4.2,4.88,Normal,55335,8
8553,Ford,Ka,2014,Branco,2.8,3.8,4.97,Super Alto,290750,42
8554,Fiat,Toro,2016,Branco,3.6,2.9,4.21,Alto,168717,42
8555,Fiat,Toro,2021,Cinza,3.6,2.9,4.47,Alto,72754,37
8556,Chevrolet,Onix,2018,Prata,4.3,4.2,4.64,Normal,95931,13
8557,Hyundai,HB20,2016,Azul,4.5,4.5,4.08,Normal,111129,14
8558,Toyota,Corolla,2021,Verde,5.0,5.0,4.7,Normal,49848,17
8559,Chevrolet,Prisma/Joy Plus,2016,Branco,4.3,3.2,4.98,Normal,112410,11
8560,Chevrolet,Prisma/Joy Plus,2017,Preto,4.3,3.2,4.88,Alto,160918,36
8561,Chevrolet,Onix,2025,Branco,4.3,4.2,4.82,Pouco Rodado,7501,12
8562,Renault,Kwid,2024,Branco,3.2,2.7,4.61,Super Alto,43557,39
8563,Honda,HR-V,2019,Preto,4.8,3.9,4.88,Normal,82432,7
8564,Hyundai,HB20,2013,Preto,4.5,4.5,4.57,Pouco Rodado,99345,11
8565,Hyundai,Creta,2025,Preto,4.5,3.6,4.97,Normal,9432,11
8566,Fiat,Mobi,2017,Branco,3.6,3.5,4.25,Normal,96753,17
8567,Chevrolet,Onix,2019,Branco,4.3,4.2,4.53,Alto,124288,25
8568,Fiat,Mobi,2020,Branco,3.6,3.5,5.0,Alto,100161,38
8569,Toyota,Corolla Cross,2023,Verde,5.0,4.7,4.99,Pouco Rodado,18728,15
8570,Jeep,Compass,2016,Prata,2.5,2.3,4.48,Pouco Rodado,79487,28
8571,Chevrolet,Onix,2019,Branco,4.3,4.2,4.41,Normal,72875,23
8572,Chevrolet,Onix,2019,Branco,4.3,4.2,4.87,Normal,81794,14
8573,Chevrolet,Prisma/Joy Plus,2013,Prata,4.3,3.2,4.81,Normal,151989,11
8574,Volkswagen,Gol,2019,Verde,4.0,4.4,4.94,Super Alto,161758,38
8575,Volkswagen,Nivus,2020,Branco,4.0,3.0,4.51,Pouco Rodado,47656,16
8576,Volkswagen,Fox,2020,Preto,4.0,4.1,4.68,Super Alto,128611,40
8577,Fiat,Argo,2022,Prata,3.6,3.4,4.92,Normal,38576,26
8578,Fiat,Argo,2021,Cinza,3.6,3.4,4.43,Normal,55089,17
8579,Renault,Sandero,2021,Preto,3.2,2.6,4.77,Pouco Rodado,37857,6
8580,Chevrolet,Onix,2024,Branco,4.3,4.2,4.99,Pouco Rodado,15985,19
8581,Volkswagen,Polo,2022,Branco,4.0,2.8,4.31,Alto,54014,39
8582,Hyundai,HB20,2018,Azul,4.5,4.5,4.95,Normal,90810,25
8583,Fiat,Toro,2022,Branco,3.6,2.9,4.94,Super Alto,97038,37
8584,Honda,HR-V,2024,Verde,4.8,3.9,4.74,Normal,15288,27
8585,Chevrolet,Onix,2017,Preto,4.3,4.2,4.36,Alto,153529,23
8586,Volkswagen,Gol,2020,Branco,4.0,4.4,4.99,Normal,61695,10
8587,Fiat,Strada,2018,Prata,3.6,4.4,4.48,Pouco Rodado,57406,14
8588,Hyundai,Creta,2019,Prata,4.5,3.6,4.86,Normal,78996,10
8589,Toyota,Corolla Cross,2022,Branco,5.0,4.7,4.82,Pouco Rodado,31554,14
8590,Volkswagen,Saveiro,2018,Prata,4.0,4.0,5.0,Pouco Rodado,61440,9
8591,Chevrolet,Onix,2014,Marrom,4.3,4.2,4.33,Alto,200155,40
8592,Hyundai,HB20,2021,Prata,4.5,4.5,4.98,Super Alto,115436,27
8593,Jeep,Renegade,2024,Prata,2.5,2.4,4.97,Pouco Rodado,13081,19
8594,Chevrolet,Onix,2021,Preto,4.3,4.2,4.71,Normal,53229,5
8595,Ford,Ka,2014,Vermelho,2.8,3.8,3.84,Super Alto,287314,37
8596,Fiat,Strada,2012,Azul,3.6,4.4,4.78,Normal,159713,14
8597,Hyundai,HB20,2018,Cinza,4.5,4.5,4.88,Alto,127112,18
8598,Volkswagen,Nivus,2023,Branco,4.0,3.0,4.62,Normal,27814,18
8599,Toyota,Corolla Cross,2024,Cinza,5.0,4.7,4.83,Normal,13352,5
8600,Jeep,Renegade,2023,Preto,2.5,2.4,4.95,Alto,36009,38
8601,Toyota,Corolla,2022,Prata,5.0,5.0,4.87,Normal,36796,12
8602,Chevrolet,Tracker,2024,Branco,4.3,3.0,4.75,Alto,27100,44
8603,Renault,Duster,2021,Cinza,3.2,3.2,4.27,Normal,50296,20
8604,Toyota,Hilux,2025,Preto,5.0,4.9,4.99,Normal,9454,5
8605,Toyota,Corolla,2024,Prata,5.0,5.0,4.99,Normal,22751,5
8606,Volkswagen,Saveiro,2010,Marrom,4.0,4.0,3.87,Pouco Rodado,126176,10
8607,Fiat,Mobi,2020,Vermelho,3.6,3.5,5.0,Normal,63267,17
8608,Chevrolet,Onix,2021,Cinza,4.3,4.2,4.81,Pouco Rodado,35082,5
8609,Ford,Ka,2018,Branco,2.8,3.8,4.78,Normal,86002,29
8610,Chevrolet,Onix,2021,Cinza,4.3,4.2,4.89,Pouco Rodado,35314,11
8611,Hyundai,HB20,2016,Preto,4.5,4.5,4.89,Pouco Rodado,74443,5
8612,Volkswagen,Saveiro,2020,Prata,4.0,4.0,4.86,Pouco Rodado,46372,7
8613,Ford,Ka,2012,Vermelho,2.8,3.8,3.23,Alto,234434,40
8614,Jeep,Compass,2017,Branco,2.5,2.3,4.45,Pouco Rodado,71177,16
8615,Hyundai,Creta,2021,Cinza,4.5,3.6,4.51,Normal,52425,21
8616,Fiat,Uno,2016,Branco,3.6,4.3,4.87,Pouco Rodado,75310,6
8617,Volkswagen,T-Cross,2024,Cinza,4.0,3.1,4.88,Pouco Rodado,12438,19
8618,Hyundai,HB20,2020,Cinza,4.5,4.5,4.55,Normal,64863,15
8619,Toyota,Corolla,2024,Branco,5.0,5.0,4.96,Alto,34057,23
8620,Volkswagen,T-Cross,2025,Azul,4.0,3.1,4.91,Pouco Rodado,1615,20
8621,Chevrolet,Onix,2017,Prata,4.3,4.2,4.6,Normal,101296,25
8622,Toyota,Corolla,2022,Branco,5.0,5.0,5.0,Alto,67944,36
8623,Volkswagen,Saveiro,2014,Cinza,4.0,4.0,4.89,Normal,142439,21
8624,Toyota,Corolla,2019,Branco,5.0,5.0,4.84,Alto,116260,21
8625,Chevrolet,Tracker,2022,Branco,4.3,3.0,4.83,Alto,66137,33
8626,Jeep,Compass,2018,Preto,2.5,2.3,4.3,Normal,84353,35
8627,Jeep,Renegade,2017,Cinza,2.5,2.4,4.64,Normal,107697,19
8628,Honda,Civic,2023,Preto,4.8,4.8,4.98,Super Alto,52501,30
8629,Volkswagen,Saveiro,2013,Cinza,4.0,4.0,4.09,Pouco Rodado,102729,5
8630,Hyundai,HB20,2016,Cinza,4.5,4.5,3.67,Alto,174310,41
8631,Toyota,Corolla,2024,Branco,5.0,5.0,4.53,Super Alto,41800,30
8632,Chevrolet,Onix,2013,Verde,4.3,4.2,4.22,Alto,220390,33
8633,Chevrolet,Prisma/Joy Plus,2013,Verde,4.3,3.2,4.88,Normal,145139,23
8634,Toyota,Corolla Cross,2024,Prata,5.0,4.7,4.73,Alto,29885,26
8635,Chevrolet,Onix,2017,Branco,4.3,4.2,4.25,Normal,96764,10
8636,Volkswagen,Saveiro,2014,Branco,4.0,4.0,4.99,Normal,137347,6
8637,Chevrolet,Tracker,2016,Vermelho,4.3,3.0,4.88,Alto,176805,40
8638,Chevrolet,Onix,2020,Marrom,4.3,4.2,4.78,Normal,71507,23
8639,Toyota,Corolla,2025,Preto,5.0,5.0,4.27,Pouco Rodado,6223,12
8640,Toyota,Corolla Cross,2024,Branco,5.0,4.7,4.91,Normal,17502,19
8641,Fiat,Uno,2014,Prata,3.6,4.3,4.42,Super Alto,298441,44
8642,Renault,Sandero,2015,Branco,3.2,2.6,3.57,Normal,121687,17
8643,Toyota,Corolla,2015,Branco,5.0,5.0,4.28,Normal,130503,5
8644,Jeep,Renegade,2020,Preto,2.5,2.4,4.82,Pouco Rodado,46599,17
8645,Renault,Duster,2024,Vermelho,3.2,3.2,4.71,Super Alto,25224,49
8646,Toyota,Corolla,2021,Cinza,5.0,5.0,4.77,Pouco Rodado,32716,18
8647,Toyota,Corolla,2020,Prata,5.0,5.0,4.74,Normal,67534,16
8648,Jeep,Renegade,2015,Branco,2.5,2.4,4.72,Alto,181821,51
8649,Hyundai,HB20,2014,Vermelho,4.5,4.5,4.53,Normal,140466,5
8650,Volkswagen,Gol,2010,Cinza,4.0,4.4,5.0,Super Alto,384094,40
8651,Hyundai,Creta,2022,Branco,4.5,3.6,4.84,Super Alto,97445,42
8652,Jeep,Renegade,2023,Preto,2.5,2.4,4.9,Normal,33687,29
8653,Chevrolet,Prisma/Joy Plus,2017,Azul,4.3,3.2,4.1,Pouco Rodado,67315,18
8654,Jeep,Renegade,2018,Branco,2.5,2.4,4.39,Normal,89858,15
8655,Honda,HR-V,2018,Preto,4.8,3.9,4.97,Normal,85795,6
8656,Jeep,Compass,2021,Preto,2.5,2.3,4.46,Alto,79322,38
8657,Chevrolet,Prisma/Joy Plus,2016,Preto,4.3,3.2,4.94,Normal,115404,22
8658,Toyota,Corolla,2019,Preto,5.0,5.0,4.98,Normal,80416,11
8659,Chevrolet,Onix,2025,Azul,4.3,4.2,4.8,Normal,7306,5
8660,Honda,HR-V,2015,Prata,4.8,3.9,4.57,Normal,131685,21
8661,Chevrolet,Onix,2018,Cinza,4.3,4.2,4.7,Normal,84395,5
8662,Hyundai,HB20,2018,Branco,4.5,4.5,5.0,Alto,127182,43
8663,Hyundai,HB20,2016,Branco,4.5,4.5,4.49,Alto,167929,27
8664,Chevrolet,Onix,2024,Preto,4.3,4.2,4.79,Normal,21638,17
8665,Ford,Ka,2021,Branco,2.8,3.8,4.94,Normal,55552,15
8666,Fiat,Strada,2018,Branco,3.6,4.4,3.7,Normal,93791,13
8667,Hyundai,HB20,2014,Vermelho,4.5,4.5,3.98,Pouco Rodado,90729,16
8668,Chevrolet,Prisma/Joy Plus,2020,Cinza,4.3,3.2,4.93,Pouco Rodado,43859,15
8669,Hyundai,HB20,2014,Branco,4.5,4.5,4.29,Normal,141141,5
8670,Hyundai,HB20,2014,Vermelho,4.5,4.5,4.06,Super Alto,287299,39
8671,Fiat,Strada,2021,Prata,3.6,4.4,4.73,Pouco Rodado,39053,6
8672,Volkswagen,T-Cross,2021,Prata,4.0,3.1,4.87,Normal,51483,19
8673,Ford,Ka,2013,Preto,2.8,3.8,3.76,Normal,144491,28
8674,Toyota,Hilux,2016,Branco,5.0,4.9,4.95,Alto,168974,18
8675,Toyota,Hilux,2020,Branco,5.0,4.9,4.68,Alto,95156,25
8676,Chevrolet,Prisma/Joy Plus,2015,Branco,4.3,3.2,3.52,Normal,120125,16
8677,Renault,Kwid,2022,Preto,3.2,2.7,4.93,Pouco Rodado,31346,12
8678,Renault,Kwid,2017,Preto,3.2,2.7,4.95,Super Alto,215438,32
8679,Hyundai,HB20,2016,Preto,4.5,4.5,4.86,Pouco Rodado,74524,12
8680,Volkswagen,Gol,2011,Marrom,4.0,4.4,4.42,Normal,174358,22
8681,Volkswagen,Saveiro,2016,Preto,4.0,4.0,4.63,Alto,175581,32
8682,Volkswagen,Polo,2025,Branco,4.0,2.8,4.33,Pouco Rodado,6472,22
8683,Toyota,Corolla,2016,Prata,5.0,5.0,4.57,Alto,164986,22
8684,Hyundai,HB20,2022,Prata,4.5,4.5,4.95,Normal,41259,6
8685,Volkswagen,Fox,2013,Branco,4.0,4.1,4.67,Alto,233987,34
8686,Fiat,Mobi,2020,Prata,3.6,3.5,4.95,Normal,67989,32
8687,Volkswagen,T-Cross,2025,Cinza,4.0,3.1,4.99,Alto,9052,39
8688,Honda,HR-V,2021,Branco,4.8,3.9,4.85,Normal,58478,5
8689,Fiat,Mobi,2020,Vermelho,3.6,3.5,4.34,Normal,67815,19
8690,Volkswagen,T-Cross,2024,Preto,4.0,3.1,4.98,Normal,22988,14
8691,Volkswagen,Fox,2012,Preto,4.0,4.1,4.57,Normal,161355,13
8692,Fiat,Strada,2016,Branco,3.6,4.4,4.82,Normal,118833,7
8693,Toyota,Corolla Cross,2022,Branco,5.0,4.7,4.62,Normal,47265,11
8694,Chevrolet,Onix,2016,Vermelho,4.3,4.2,4.42,Alto,169888,33
8695,Volkswagen,Nivus,2020,Branco,4.0,3.0,4.95,Normal,60492,15
8696,Honda,Civic,2014,Prata,4.8,4.8,4.57,Pouco Rodado,93963,12
8697,Fiat,Strada,2022,Cinza,3.6,4.4,4.97,Normal,40514,24
8698,Renault,Kwid,2018,Prata,3.2,2.7,4.66,Pouco Rodado,59450,11
8699,Renault,Sandero,2010,Vermelho,3.2,2.6,3.86,Normal,188198,25
8700,Jeep,Compass,2024,Prata,2.5,2.3,4.93,Normal,14178,31
8701,Honda,HR-V,2015,Branco,4.8,3.9,4.75,Normal,123010,19
8702,Jeep,Renegade,2024,Branco,2.5,2.4,4.97,Normal,20413,15
8703,Hyundai,HB20,2020,Preto,4.5,4.5,4.76,Alto,90646,36
8704,Volkswagen,Saveiro,2023,Preto,4.0,4.0,4.89,Normal,25602,19
8705,Chevrolet,Prisma/Joy Plus,2017,Prata,4.3,3.2,4.85,Alto,156441,34
8706,Jeep,Compass,2023,Prata,2.5,2.3,4.89,Pouco Rodado,16662,20
8707,Renault,Kwid,2023,Preto,3.2,2.7,4.38,Normal,24779,24
8708,Chevrolet,Tracker,2023,Preto,4.3,3.0,4.89,Alto,38614,33
8709,Chevrolet,Onix,2021,Cinza,4.3,4.2,4.08,Pouco Rodado,35955,16
8710,Toyota,Hilux,2015,Branco,5.0,4.9,4.91,Normal,127908,12
8711,Hyundai,HB20,2019,Cinza,4.5,4.5,4.69,Alto,123601,32
8712,Hyundai,Creta,2021,Preto,4.5,3.6,4.9,Pouco Rodado,36992,8
8713,Volkswagen,Polo,2025,Preto,4.0,2.8,4.85,Pouco Rodado,2519,22
8714,Chevrolet,Onix,2024,Prata,4.3,4.2,4.88,Normal,16362,21
8715,Volkswagen,T-Cross,2025,Azul,4.0,3.1,4.88,Pouco Rodado,2447,9
8716,Hyundai,HB20,2013,Vermelho,4.5,4.5,4.98,Super Alto,313940,46
8717,Toyota,Corolla,2021,Vermelho,5.0,5.0,4.52,Normal,50912,21
8718,Fiat,Mobi,2016,Branco,3.6,3.5,3.91,Alto,172856,50
8719,Volkswagen,Fox,2018,Vermelho,4.0,4.1,4.65,Alto,128499,36
8720,Chevrolet,Onix,2023,Cinza,4.3,4.2,4.72,Alto,36233,29
8721,Volkswagen,Gol,2020,Prata,4.0,4.4,4.92,Alto,102977,40
8722,Ford,Ka,2020,Cinza,2.8,3.8,4.74,Normal,61283,16
8723,Hyundai,HB20,2016,Branco,4.5,4.5,4.09,Pouco Rodado,79178,14
8724,Hyundai,HB20,2013,Preto,4.5,4.5,4.15,Alto,230610,24
8725,Renault,Duster,2015,Preto,3.2,3.2,3.75,Normal,127470,11
8726,Volkswagen,Gol,2011,Vermelho,4.0,4.4,4.59,Super Alto,372790,39
8727,Volkswagen,Gol,2011,Verde,4.0,4.4,3.94,Normal,172165,19
8728,Fiat,Uno,2012,Preto,3.6,4.3,4.65,Alto,249359,26
8729,Ford,Ka,2020,Preto,2.8,3.8,4.41,Pouco Rodado,44956,11
8730,Chevrolet,Celta,2015,Branco,4.3,4.2,4.78,Alto,191048,27
8731,Hyundai,Creta,2023,Cinza,4.5,3.6,4.6,Normal,29995,5
8732,Chevrolet,Onix,2021,Preto,4.3,4.2,4.94,Normal,51135,18
8733,Toyota,Hilux,2025,Branco,5.0,4.9,4.95,Normal,2388,5
8734,Volkswagen,Fox,2016,Branco,4.0,4.1,4.47,Normal,114489,19
8735,Toyota,Corolla,2022,Azul,5.0,5.0,4.98,Pouco Rodado,24321,5
8736,Toyota,Corolla,2025,Branco,5.0,5.0,4.97,Normal,9338,5
8737,Volkswagen,Saveiro,2018,Cinza,4.0,4.0,4.65,Normal,87736,5
8738,Chevrolet,Onix,2022,Prata,4.3,4.2,4.82,Pouco Rodado,26136,5
8739,Hyundai,Creta,2020,Branco,4.5,3.6,4.99,Pouco Rodado,45208,5
8740,Fiat,Argo,2018,Branco,3.6,3.4,4.74,Pouco Rodado,60350,14
8741,Chevrolet,Onix,2022,Branco,4.3,4.2,4.66,Alto,71079,38
8742,Fiat,Uno,2014,Branco,3.6,4.3,4.28,Pouco Rodado,95708,5
8743,Chevrolet,Onix,2013,Preto,4.3,4.2,4.04,Alto,230214,37
8744,Volkswagen,Gol,2015,Preto,4.0,4.4,4.16,Alto,190756,36
8745,Toyota,Corolla Cross,2025,Branco,5.0,4.7,4.84,Normal,1220,17
8746,Chevrolet,Tracker,2025,Branco,4.3,3.0,4.51,Normal,9385,13
8747,Ford,Ka,2011,Preto,2.8,3.8,4.55,Pouco Rodado,113720,16
8748,Volkswagen,Nivus,2021,Cinza,4.0,3.0,4.71,Pouco Rodado,37689,13
8749,Fiat,Toro,2019,Preto,3.6,2.9,4.98,Pouco Rodado,48552,20
8750,Toyota,Corolla,2024,Vermelho,5.0,5.0,4.94,Alto,23796,32
8751,Toyota,Corolla,2022,Branco,5.0,5.0,4.45,Normal,43052,9
8752,Volkswagen,Fox,2021,Branco,4.0,4.1,4.94,Pouco Rodado,32819,5
8753,Jeep,Compass,2025,Preto,2.5,2.3,4.58,Normal,5178,22
8754,Toyota,Corolla,2016,Prata,5.0,5.0,4.86,Pouco Rodado,77870,5
8755,Renault,Sandero,2017,Branco,3.2,2.6,4.96,Pouco Rodado,67197,11
8756,Chevrolet,Onix,2024,Marrom,4.3,4.2,4.84,Pouco Rodado,13534,5
8757,Hyundai,Creta,2024,Branco,4.5,3.6,4.85,Alto,32218,35
8758,Toyota,Corolla Cross,2021,Cinza,5.0,4.7,4.89,Normal,56130,10
8759,Hyundai,HB20,2024,Prata,4.5,4.5,4.87,Alto,35115,22
8760,Chevrolet,Prisma/Joy Plus,2015,Branco,4.3,3.2,3.83,Normal,126813,13
8761,Fiat,Mobi,2017,Branco,3.6,3.5,4.76,Pouco Rodado,67444,12
8762,Volkswagen,Gol,2018,Branco,4.0,4.4,4.88,Alto,134372,19
8763,Volkswagen,Gol,2017,Preto,4.0,4.4,4.7,Super Alto,219864,36
8764,Volkswagen,Nivus,2023,Prata,4.0,3.0,4.7,Pouco Rodado,23797,8
8765,Volkswagen,T-Cross,2019,Prata,4.0,3.1,4.64,Normal,79262,19
8766,Fiat,Uno,2017,Branco,3.6,4.3,4.74,Pouco Rodado,68685,15
8767,Hyundai,HB20,2025,Cinza,4.5,4.5,4.89,Pouco Rodado,2230,5
8768,Volkswagen,Gol,2010,Cinza,4.0,4.4,4.27,Pouco Rodado,122354,13
8769,Chevrolet,Onix,2015,Cinza,4.3,4.2,3.39,Normal,124282,22
8770,Honda,HR-V,2015,Cinza,4.8,3.9,3.95,Normal,130690,15
8771,Hyundai,Creta,2018,Preto,4.5,3.6,4.88,Normal,89151,16
8772,Fiat,Uno,2018,Prata,3.6,4.3,4.85,Super Alto,175108,49
8773,Renault,Duster,2021,Marrom,3.2,3.2,4.75,Alto,76878,34
8774,Jeep,Renegade,2017,Branco,2.5,2.4,4.77,Normal,105644,23
8775,Chevrolet,Onix,2015,Vermelho,4.3,4.2,4.93,Normal,129919,15
8776,Hyundai,HB20,2015,Branco,4.5,4.5,3.33,Pouco Rodado,87107,15
8777,Toyota,Corolla,2017,Prata,5.0,5.0,4.98,Alto,157009,30
8778,Volkswagen,Saveiro,2014,Preto,4.0,4.0,4.44,Normal,143962,12
8779,Hyundai,HB20,2015,Preto,4.5,4.5,3.87,Normal,126958,14
8780,Renault,Sandero,2020,Prata,3.2,2.6,4.86,Super Alto,133619,45
8781,Volkswagen,Gol,2010,Branco,4.0,4.4,4.08,Pouco Rodado,120027,14
8782,Chevrolet,Onix,2019,Branco,4.3,4.2,4.29,Normal,80139,16
8783,Fiat,Strada,2022,Cinza,3.6,4.4,4.63,Pouco Rodado,25291,22
8784,Volkswagen,Fox,2011,Branco,4.0,4.1,3.69,Normal,172008,17
8785,Fiat,Strada,2016,Preto,3.6,4.4,3.53,Normal,115856,11
8786,Fiat,Uno,2019,Azul,3.6,4.3,4.03,Alto,113247,40
8787,Volkswagen,Gol,2019,Prata,4.0,4.4,4.5,Pouco Rodado,48222,10
8788,Hyundai,HB20,2013,Preto,4.5,4.5,3.43,Normal,155511,20
8789,Chevrolet,Onix,2018,Branco,4.3,4.2,4.84,Super Alto,188338,46
8790,Jeep,Compass,2017,Branco,2.5,2.3,4.24,Pouco Rodado,64732,32
8791,Fiat,Argo,2018,Preto,3.6,3.4,4.73,Normal,92647,16
8792,Toyota,Corolla,2024,Cinza,5.0,5.0,4.9,Pouco Rodado,9985,5
8793,Hyundai,Creta,2025,Cinza,4.5,3.6,4.72,Normal,8673,14
8794,Fiat,Uno,2010,Preto,3.6,4.3,4.24,Normal,189915,15
8795,Fiat,Argo,2023,Branco,3.6,3.4,4.97,Normal,35997,19
8796,Renault,Sandero,2013,Branco,3.2,2.6,3.39,Alto,219947,47
8797,Chevrolet,Onix,2019,Verde,4.3,4.2,4.81,Normal,82641,22
8798,Toyota,Corolla Cross,2024,Preto,5.0,4.7,4.86,Pouco Rodado,11870,18
8799,Toyota,Corolla,2017,Preto,5.0,5.0,4.93,Normal,101469,13
8800,Chevrolet,Onix,2013,Azul,4.3,4.2,4.37,Super Alto,306820,49
8801,Chevrolet,Onix,2014,Prata,4.3,4.2,4.79,Normal,143511,7
8802,Jeep,Compass,2017,Cinza,2.5,2.3,4.12,Super Alto,203127,52
8803,Volkswagen,Nivus,2025,Vermelho,4.0,3.0,4.98,Normal,6442,25
8804,Hyundai,HB20,2015,Cinza,4.5,4.5,4.75,Super Alto,272584,37
8805,Fiat,Strada,2011,Preto,3.6,4.4,3.66,Pouco Rodado,112732,21
8806,Renault,Sandero,2018,Cinza,3.2,2.6,4.21,Normal,91061,13
8807,Volkswagen,Nivus,2021,Cinza,4.0,3.0,5.0,Normal,52269,9
8808,Fiat,Toro,2025,Branco,3.6,2.9,4.92,Alto,3492,37
8809,Toyota,Hilux,2015,Preto,5.0,4.9,3.39,Normal,125262,11
8810,Volkswagen,Gol,2015,Vermelho,4.0,4.4,4.67,Alto,185738,39
8811,Fiat,Toro,2019,Prata,3.6,2.9,4.8,Super Alto,171030,46
8812,Fiat,Strada,2021,Verde,3.6,4.4,4.94,Alto,81825,41
8813,Fiat,Uno,2010,Prata,3.6,4.3,4.24,Pouco Rodado,120723,5
8814,Honda,Civic,2017,Vermelho,4.8,4.8,4.51,Pouco Rodado,64250,5
8815,Jeep,Renegade,2022,Branco,2.5,2.4,4.98,Normal,41929,29
8816,Hyundai,HB20,2013,Preto,4.5,4.5,4.53,Normal,144098,7
8817,Jeep,Renegade,2016,Preto,2.5,2.4,4.64,Alto,163985,46
8818,Fiat,Toro,2022,Branco,3.6,2.9,4.6,Pouco Rodado,30012,17
8819,Jeep,Renegade,2015,Prata,2.5,2.4,3.9,Normal,125135,29
8820,Fiat,Toro,2019,Prata,3.6,2.9,4.41,Pouco Rodado,52418,16
8821,Honda,HR-V,2018,Azul,4.8,3.9,4.75,Normal,90094,15
8822,Fiat,Toro,2021,Branco,3.6,2.9,4.92,Pouco Rodado,32166,7
8823,Fiat,Uno,2021,Preto,3.6,4.3,4.82,Normal,55873,9
8824,Toyota,Corolla Cross,2023,Preto,5.0,4.7,4.87,Normal,32220,6
